scenario,context_share_pct,output_share_pct,tool_share_pct,turn_share_pct
short_horizon_determinate,66.17909499342048,16.386431511555866,6.022754658585524,11.41171883643812
long_horizon_workflow,69.95695617202468,13.289573832168225,6.483208125786297,10.270261870020805
nonlinear_human_centered,70.26638506864052,14.009025606390097,5.531944343284593,10.192644981684778
