schema_version,batch_label,scenario,scenario_label,context_share_pct,output_share_pct,tool_share_pct,turn_share_pct
v1,calibration_batch_03_seed42,short_horizon_determinate,short_horizon_determinate,66.17909499342048,16.386431511555866,6.022754658585523,11.41171883643812
v1,calibration_batch_03_seed42,long_horizon_workflow,long_horizon_workflow,69.95695617202468,13.289573832168225,6.483208125786298,10.270261870020805
v1,calibration_batch_03_seed42,nonlinear_human_centered,nonlinear_human_centered,70.26638506864052,14.009025606390097,5.531944343284593,10.192644981684778
